PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Ding, XP; Wang, ZB				Ding, Xie Ping; Wang, Zhong Bao			The auxiliary principle and an algorithm for a system of generalized set-valued mixed variational-like inequality problems in Banach spaces	JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS			English	Article						System of generalized set-valued mixed variational-like inequality problems; Auxiliary principle; Iterative algorithm; Reflexive Banach space	3-STEP ITERATIVE ALGORITHMS; EXISTENCE; INCLUSIONS; APPROXIMATION	In this paper, we introduce and study a new system of generalized set-valued mixed variational-like inequality problems (SGSMVLIP) and its related auxiliary problems in reflexive Banach spaces. The auxiliary principle technique is applied to study the existence and an iterative algorithm of solutions for the system of generalized set-valued mixed variational-like inequality problems. At first, the existence and uniqueness of solutions of the auxiliary problems for (SGSMVLIP) is shown. Next, an iterative algorithm for solving (SGSMVLIP) is constructed by using the existence and uniqueness result. Finally, we prove the existence of solutions of (SGSMVLIP) and discuss the convergence analysis of the algorithm. These results improve, unify and generalize many corresponding known results given in the literature. (C) 2009 Elsevier B.V. All rights reserved.	[Ding, Xie Ping; Wang, Zhong Bao] Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610066, Sichuan, Peoples R China	Ding, XP (reprint author), Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610066, Sichuan, Peoples R China.	xieping_ding@hotmail.com			NSFNational Science Foundation (NSF) [07ZA092, SZD0406]	This research was supported by the NSF of Sichuan Education Department of China (07ZA092) and SZD0406.		19	12	12	0	0	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0377-0427			J COMPUT APPL MATH	J. Comput. Appl. Math.	APR 1	2010	233	11					2876	2883		10.1016/j.cam.2009.11.033			8	Mathematics, Applied	Mathematics	564XK	WOS:000275251600011					2020-05-24	
J	Yang, LJ; Yang, XQ; Huang, KM; Shang, H; Jia, GZ				Yang, Li-Jun; Yang, Xiao-Qing; Huang, Ka-Ma; Shang, Hui; Jia, Guo-Zhu			Experimental and Theoretic Study of the Dielectric Properties of Ethanol plus Methanol Mixtures	JOURNAL OF SOLUTION CHEMISTRY			English	Article						Binary mixture; Permittivity; Debye equation; Mixture formula	ALCOHOL-WATER MIXTURES; TIME-DOMAIN TECHNIQUE; RELAXATION; LIQUIDS	The main objective of this work is to measure the complex permittivity of ethanol + methanol liquid solutions over the full composition range at the temperatures 293, 303 and 313 K by the resonant cavity perturbation method. Dielectric parameters were derived using mixture formulae, and the values of excess permittivity and excess inverse relaxation time were determined using these parameters. By comparing the calculated results to the experiment values it was found that the classical Debye equation needs to be modified to calculate the complex permittivity.	[Yang, Li-Jun; Yang, Xiao-Qing; Huang, Ka-Ma; Jia, Guo-Zhu] Sichuan Univ, Coll Elect & Informat Engn, Chengdu 610064, Peoples R China; [Shang, Hui] China Univ Petr, State Key Lab Heavy Oil Proc, Beijing 102249, Peoples R China; [Jia, Guo-Zhu] Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610066, Peoples R China	Huang, KM (reprint author), Sichuan Univ, Coll Elect & Informat Engn, Chengdu 610064, Peoples R China.	kmhuang@scu.edu.cn			National Science Foundation of ChinaNational Natural Science Foundation of China [60531010]; Research Fund for the Doctoral Program of Higher Education of ChinaResearch Fund for the Doctoral Program of Higher Education of China (RFDP)Specialized Research Fund for the Doctoral Program of Higher Education (SRFDP) [20070610120]	This project was supported by the National Science Foundation of China under Grant NO. 60531010 and the Research Fund for the Doctoral Program of Higher Education of China under Grant NO. 20070610120.		14	11	11	0	15	SPRINGER/PLENUM PUBLISHERS	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0095-9782	1572-8927		J SOLUTION CHEM	J. Solut. Chem.	APR	2010	39	4					473	481		10.1007/s10953-010-9513-1			9	Chemistry, Physical	Chemistry	584IB	WOS:000276743800003					2020-05-24	
J	Ji, XL; Eyyuboglu, HT; Baykal, Y				Ji, Xiaoling; Eyyuboglu, Halil T.; Baykal, Yahya			Influence of turbulence on the effective radius of curvature of radial Gaussian array beams	OPTICS EXPRESS			English	Article							PARTIALLY COHERENT BEAMS; ATMOSPHERIC-TURBULENCE; LASER ARRAY; PROPAGATION	The analytical formula for the effective radius of curvature of radial Gaussian array beams propagating through atmospheric turbulence is derived, where coherent and incoherent beam combinations are considered. The influence of turbulence on the effective radius of curvature of radial Gaussian array beams is studied by using numerical calculation examples. (C) 2010 Optical Society of America	[Ji, Xiaoling] Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China; [Eyyuboglu, Halil T.; Baykal, Yahya] Cankaya Univ, Dept Elect & Commun Engn, TR-06530 Ankara, Turkey	Ji, XL (reprint author), Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China.	jiXL100@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [60778048]	The authors are very thankful to the reviewers for valuable comments. Xiaoling Ji acknowledges the support provided by the National Natural Science Foundation of China under grant 60778048.		20	57	64	0	6	OPTICAL SOC AMER	WASHINGTON	2010 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036 USA	1094-4087			OPT EXPRESS	Opt. Express	MAR 29	2010	18	7					6604	6610		10.1364/OE.18.006604			7	Optics	Optics	582MP	WOS:000276602000020		DOAJ Gold			2020-05-24	
J	Lin, ZJ; Hu, XB; Huai, YJ; Liu, L; Deng, ZH; Suo, JS				Lin, Ziji; Hu, Xuebu; Huai, Yongjian; Liu, Li; Deng, Zhenghua; Suo, Jishuan			One-step synthesis of Li4Ti5O12/C anode material with high performance for lithiumion batteries	SOLID STATE IONICS			English	Article						Spinel Li4Ti5O12; High-rate capability; Polyacrylate; Electric conductivity; Lithium-ion batteries	ALL-SOLID-STATE; ELECTROCHEMICAL PROPERTIES; ION BATTERIES; NEGATIVE ELECTRODE; SPINEL; INSERTION; CELLS	Li4Ti5O12/C anode material was simply obtained via a modified one-step solid-state reaction route using the original materials of lithium polyacrylate (PAALi) as lithium and carbon sources, and TiO2 as titanium source. The physical characteristics of the Li4Ti5O12/C composite were investigated by X-ray diffraction, scanning electron microscopy and transmission electron microscopy techniques. The particle size of Li4Ti5O12 in the composite was about 200 nm. The electrochemical properties were evaluated by electrochemical impedance spectra and constant current charge/discharge cycling. It was demonstrated that the as-prepared Li4Ti5O12/C composite presented excellent high-rate characteristics and cycleabilities. The initial specific capacity of the composite was 130.0 mA h g(-1) at 8.60 mA cm(-2), and excellent cycle performance was still maintained with the current density increase. Moreover, it was proved that the electric conductivity and cycle performance of Li4Ti5O12 were effectively enhanced due to the uniformly dispersed pyrolytic carbon in the Li4Ti5O12 particles. (C) 2010 Elsevier B.V. All rights reserved.	[Lin, Ziji; Huai, Yongjian; Liu, Li; Deng, Zhenghua; Suo, Jishuan] Chinese Acad Sci, Chengdu Inst Organ Chem, Chengdu 610041, Sichuan, Peoples R China; [Lin, Ziji; Huai, Yongjian; Liu, Li; Deng, Zhenghua; Suo, Jishuan] Chinese Acad Sci, Grad Sch, Beijing 100039, Peoples R China; [Hu, Xuebu] Sichuan Normal Univ, Dept Chem & Mat, Chengdu 610068, Sichuan, Peoples R China; [Liu, Li; Deng, Zhenghua] Zhongke Laifang Power Sci & Technol Co Ltd, Chengdu 610041, Sichuan, Peoples R China	Deng, ZH (reprint author), Chinese Acad Sci, Chengdu Inst Organ Chem, Chengdu 610041, Sichuan, Peoples R China.	zhdeng@cioc.ac.cn						23	42	49	0	32	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0167-2738	1872-7689		SOLID STATE IONICS	Solid State Ion.	MAR 29	2010	181	8-10					412	415		10.1016/j.ssi.2010.01.019			4	Chemistry, Physical; Physics, Condensed Matter	Chemistry; Physics	584VJ	WOS:000276781300007					2020-05-24	
J	Huang, JS; Xie, ZW; Zhang, M; Wei, LF				Huang, Jin-Song; Xie, Zheng-Wei; Zhang, Miao; Wei, Lian-Fu			Modulational instability of two-component Bose-Einstein condensates in an optical lattice formed inside a cavity	JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS			English	Article							ULTRACOLD ATOMS; LIGHT; GAS	We investigate the modulational instability (MI) of two-component Bose-Einstein condensates (BECs) in an optical lattice formed inside a cavity. By adjusting the pump-cavity detuning and the pump amplitude, the optical potentials are modified, and then the hopping parameters are altered. The relevant MI scenarios due to these changes are analysed and numerically confirmed. Our results show that the driven cavity can be utilized as a possible tool to control the MI of the BECs.	[Huang, Jin-Song; Zhang, Miao; Wei, Lian-Fu] SW Jiaotong Univ, Quantum Optoelect Lab, Chengdu 610031, Peoples R China; [Xie, Zheng-Wei] Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610066, Peoples R China	Huang, JS (reprint author), SW Jiaotong Univ, Quantum Optoelect Lab, Chengdu 610031, Peoples R China.	zzwxie@yahoo.com.cn; weilianfu@gmail.com			NSF of ChinaNational Natural Science Foundation of China [10847006, 10874142]	This work was partly supported by the NSF of China under grants nos. 10847006 10874142.		27	9	9	0	4	IOP PUBLISHING LTD	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	0953-4075	1361-6455		J PHYS B-AT MOL OPT	J. Phys. B-At. Mol. Opt. Phys.	MAR 28	2010	43	6							065305	10.1088/0953-4075/43/6/065305			5	Optics; Physics, Atomic, Molecular & Chemical	Optics; Physics	565YW	WOS:000275336200018					2020-05-24	
J	Guo, YX; Lai, SY				Guo, Yunxi; Lai, Shaoyong			New exact solutions for an (N+1)-dimensional generalized Boussinesq equation	NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS			English	Article						Auxiliary equation method; Exact solutions; Boussinesq equations	SOLITARY-WAVE SOLUTIONS; FULLY NONLINEAR DISPERSION; COMPACT SUPPORT	The auxiliary differential equation approach and the symbolic computation system Maple are employed to investigate an (N + 1)-dimensional generalized Boussinesq equation. The exact solutions to the equation are constructed analytically under certain circumstances. It is shown that many of the solutions obtained in this work are new solutions. (C) 2009 Elsevier Ltd. All rights reserved.	[Lai, Shaoyong] SW Univ Finance & Econ, Dept Appl Math, Chengdu 610074, Peoples R China; [Guo, Yunxi] Sichuan Normal Univ, Dept Math & Software Sci, Chengdu 610066, Peoples R China	Lai, SY (reprint author), SW Univ Finance & Econ, Dept Appl Math, Chengdu 610074, Peoples R China.	laishaoy@swufe.edu.cn			Chinese Ministry of EducationMinistry of Education, China [109140]	This work is supported by the Key Project of Chinese Ministry of Education (109140).		15	9	10	0	3	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0362-546X	1873-5215		NONLINEAR ANAL-THEOR	Nonlinear Anal.-Theory Methods Appl.	MAR 15	2010	72	6					2863	2873		10.1016/j.na.2009.11.030			11	Mathematics, Applied; Mathematics	Mathematics	556AZ	WOS:000274560200012					2020-05-24	
J	Ji, XL; Shao, XL				Ji, Xiaoling; Shao, Xiaoli			Influence of turbulence on the beam propagation factor of Gaussian Schell-model array beams	OPTICS COMMUNICATIONS			English	Article						Beam propagation factor (M-2-factor); Gaussian Schell-model (GSM) array beam; Atmospheric turbulence; Superposition of the cross-spectral density function and the intensity	PARTIALLY COHERENT BEAMS; FLAT-TOPPED BEAMS; AVERAGE INTENSITY; DIRECTIONALITY; QUALITY	The analytical expression for the beam propagation factor (M-2-factor) of Gaussian Schell-model (GSM) array beams propagating through atmospheric turbulence is derived. It is shown that the M-2-factor of GSM array beams depends on the beam number, the relative beam separation distance, the beam coherence parameter, the type of beam superposition, and the strength of turbulence. The turbulence results in an increase of the M-2-factor. However, for the superposition of the intensity the M-2-factor is less sensitive to turbulence than that for the superposition of the cross-spectral density function. The M-2-factor of GSM array beams is larger than that of the corresponding Gaussian array beams. However, the M-2-factor of GSM array beams is less affected by turbulence than that of the corresponding Gaussian array beams. For the superposition of the cross-spectral density function a minimum of the M-2-factor of GSM array beams may appear in turbulence, which is even smaller than that of the corresponding single GSM beams. (C) 2009 Elsevier B.V. All rights reserved.	[Ji, Xiaoling; Shao, Xiaoli] Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China	Ji, XL (reprint author), Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China.	jiXL100@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [60778048]	This work was Supported by the National Natural Science Foundation of China under grant 60778048.		30	17	23	0	5	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0030-4018	1873-0310		OPT COMMUN	Opt. Commun.	MAR 15	2010	283	6					869	873		10.1016/j.optcom.2009.11.041			5	Optics	Optics	558TL	WOS:000274769900003					2020-05-24	
J	Luo, ZB; Zhuang, GQ; Ma, DW; Chen, F				Luo, Zeng-Bin; Zhuang, Guo-Qing; Ma, Dan-Wei; Chen, Fang			Genetic diversity of Pogonatherum paniceum (Lam.) Hack in Southwest China revealed by ISSR	AFRICAN JOURNAL OF BIOTECHNOLOGY			English	Article						P. paniceum (Lam.) Hack.; ISSR; genetic diversity; southwest China	MARKERS; POPULATIONS	Inter-simple sequence repeats markers were used to estimate the genetic diversity of Pogonatherum paniceum (Lam.) Hack. from Sichuan Province, Yunnan Province, Chongqing City and Guangxi Zhuang Autonomous Region in China. 100 primers were carried out on 22 wild populations, 14 could produce highly reproducible inter-simple sequence repeats markers bands. Out of the 239 discernable DNA fragments, 227 were polymorphic. The percentage of polymorphic bands was 94.98% at the species level. Nei's gene diversity and Shannon information index were 0.312 and 0.471, respectively. This indicated that the genetic diversity of P. paniceum (Lam.) Hack. was low. The values of genetic identity ranged from 0.548 to 0.820 with a mean of 0.673. Nei's genetic distance between 22 populations ranged from 0.198 to 0.601. Unweighted pair group method with arithmetic mean cluster analysis based on Nei's genetic distance showed that most populations were positioned into the relevant areas. Significant correlation between genetic and geographic altitude distances among populations was found by Mantel test. The high score of percentage of polymorphic bands might be caused by low frequent polymorphism distributed in different populations.	[Luo, Zeng-Bin; Chen, Fang] Sichuan Univ, Coll Life Sci, Chengdu 610064, Peoples R China; [Zhuang, Guo-Qing] Sichuan Acad Forestry, Chengdu 610081, Peoples R China; [Ma, Dan-Wei] Sichuan Normal Univ, Coll Life Sci, Chengdu 610066, Peoples R China	Chen, F (reprint author), Sichuan Univ, Coll Life Sci, Chengdu 610064, Peoples R China.	lifeisword@sina.com.cn			Ministry of Education of the People's Republic of ChinaMinistry of Education, China [104255]	The authors thank Prof. Yong-Jiong Jia, Dr Ying Xu, Dr Lin Tang and Prof. Sheng-Hua Wang for technical assistance. The authors also thank Wen-Guo Wang and Pei Hou for helpful comments on the manuscript. This work was supported by a grant from the Ministry of Education of the People's Republic of China (No. 104255).		19	2	2	0	1	ACADEMIC JOURNALS	VICTORIA ISLAND	P O BOX 5170-00200 NAIROBI, VICTORIA ISLAND, LAGOS 73023, NIGERIA	1684-5315			AFR J BIOTECHNOL	Afr. J. Biotechnol.	MAR 8	2010	9	10					1416	1422					7	Biotechnology & Applied Microbiology	Biotechnology & Applied Microbiology	573EH	WOS:000275890700004					2020-05-24	
J	Li, DH; Zhu, XL; Su, WJ; Cheng, XL				Li De-Hua; Zhu Xiao-Ling; Su Wen-Jin; Cheng Xin-Lu			First-principles calculations for the structure and mechanical properties of PtN2	ACTA PHYSICA SINICA			Chinese	Article						PtN2; first-principles; mechanical properties	SUPERHARD MATERIALS; TRANSITION-METALS; HIGH-PRESSURE; COMPRESSIBILITY; CARBIDES; NITRIDES	We employ ab initio plane-wave pseudopotential density functional theory to calculate the coordinates, equilibrium lattice parameters, bulk modulus,shear modulus and elastic constant of PtN2, and those calculated results agree well with the other experimental data and the published theoretical data. The curve of volume dependence of energy indicates the energy of ST(AA)structure is lower than that of pyrite structure. According to our result and the experimental criterion raised by Pugh, we come to the conclusion that the PtN2 is a very hard and fragile material. But when the pressure increases, the PtN2 becomes malleable gradually. It is revealed that the pyrite structure of the PtN2 is a semiconductor and the STAA structure of the PtN2 is a conductor by analyzing their density of states and band structure.	[Li De-Hua; Zhu Xiao-Ling; Su Wen-Jin] Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610066, Peoples R China; [Cheng Xin-Lu] Sichuan Univ, Inst Atom & Mol Phys, Chengdu 610064, Peoples R China	Li, DH (reprint author), Sichuan Normal Univ, Coll Phys & Elect Engn, Chengdu 610066, Peoples R China.	huadel@163.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [10676025]	Project supported by the National Natural Science Foundation of China (Grant No. 10676025).		25	6	7	1	4	CHINESE PHYSICAL SOC	BEIJING	P O BOX 603, BEIJING 100080, PEOPLES R CHINA	1000-3290			ACTA PHYS SIN-CH ED	Acta Phys. Sin.	MAR	2010	59	3					2004	2009					6	Physics, Multidisciplinary	Physics	574PQ	WOS:000276004500090					2020-05-24	
J	Liu, BJ; Li, XY; Chen, W; Liu, RX; Ge, GL				Liu Bo-Jie; Li Xue-Yi; Chen Wei; Liu Ren-Xiao; Ge Guang-Lu			Surface Ligand Exchange and Phase Transfer of Iron Oxide Magnetic Nanoparticles	ACTA PHYSICO-CHIMICA SINICA			Chinese	Article						Iron oxide; Magnetic nanoparticle; Benzy alcohol; Thermal decomposition	SUPERPARAMAGNETIC NANOPARTICLES; NANOCRYSTALS; FE3O4	Iron oxide magnetic nanoparticles with a narrow size distribution were prepared by thermal decomposition of iron (III) acetylacetonate using benzyl alcohol as the only solvent. The structure and morphology of the as-prepared nanoparticles were characterized by transmission electron microscopy (TEM), X-ray diffraction (XRD), and dynamic light scattering (DLS). Fourier transform infrared (FT-IR) spectroscopy and thermal gravimetric analysis (TGA) were used to study the surface chemistry of the particles. and it was found that the nanoparticles were stabilized by benzoic acid molecules with less than 20% monolayer coverage. At room temperature, the surface ligands can easily exchange for other molecules. This method will facilitate the functionalization and application of iron oxide magnetic nanoparticles.	[Liu Bo-Jie; Li Xue-Yi; Chen Wei; Liu Ren-Xiao; Ge Guang-Lu] Natl Ctr Nanosci & Technol, Beijing 100190, Peoples R China; [Liu Bo-Jie] Sichuan Normal Univ, Coll Life Sci, Chengdu 610101, Peoples R China	Ge, GL (reprint author), Natl Ctr Nanosci & Technol, Beijing 100190, Peoples R China.	gegl@nanoctr.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [20673031]; Chinese Academy of Sciences for Key Topics in Innovation Engineering, ChinaChinese Academy of Sciences [KSCX2-YW-G-019]; Scientific Research Foundation for the Returned Overseas Chinese ScholarsScientific Research Foundation for the Returned Overseas Chinese Scholars; Ministry of Education of China.Ministry of Education, China	The project was supported by the National Natural Science Foundation of China (20673031), Funds of the Chinese Academy of Sciences for Key Topics in Innovation Engineering, China (KSCX2-YW-G-019), and Scientific Research Foundation for the Returned Overseas Chinese Scholars, Ministry of Education of China.		31	6	8	0	38	PEKING UNIV PRESS	BEIJING	PEKING UNIV, CHEMISTRY BUILDING, BEIJING 100871, PEOPLES R CHINA	1000-6818			ACTA PHYS-CHIM SIN	Acta Phys.-Chim. Sin.	MAR	2010	26	3					784	788		10.3866/PKU.WHXB20100246			5	Chemistry, Physical	Chemistry	572DC	WOS:000275806300042					2020-05-24	
J	Eyyuboglu, HT; Baykal, Y; Ji, X				Eyyuboglu, H. T.; Baykal, Y.; Ji, X.			Scintillations of Laguerre Gaussian beams	APPLIED PHYSICS B-LASERS AND OPTICS			English	Article; Proceedings Paper	20th International Congress of the European-Federation-for-Medical-Informatics	AUG 27-30, 2006	Univ Hamburg, Maastricht, NETHERLANDS	European Federat Med Informat	Univ Hamburg		DARK HOLLOW BEAMS; TURBULENT ATMOSPHERE; ANNULAR BEAMS; INDEX; MEDIA	By using the Rytov method, we formulate and numerically evaluate the scintillations of Laguerre Gaussian beams in weak atmospheric turbulence. Our results indicate that at on-axis positions, Laguerre Gaussian beams with zero angular mode number will have less scintillations than fundamental Gaussian beams, where the amount of scintillations will further decrease with rising radial mode number. When off-axis positions are considered, this situation reverses however, and the scintillations of Laguerre Gaussian beams become generally higher than the fundamental Gaussian beam. Plotted against the source size, the on-axis scintillations of Laguerre Gaussian beams fall below the fundamental Gaussian beam, following the same trend as the fundamental Gaussian beam all throughout the source size range examined.	[Eyyuboglu, H. T.; Baykal, Y.] Cankaya Univ, Dept Elect & Commun Engn, TR-06530 Ankara, Turkey; [Ji, X.] Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China	Eyyuboglu, HT (reprint author), Cankaya Univ, Dept Elect & Commun Engn, Ogretmenler Cad 14 Yuzuncuyil, TR-06530 Ankara, Turkey.	h.eyyuboglu@cankaya.edu.tr; y.baykal@cankaya.edu.tr; jixl@163.com						19	28	30	0	12	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0946-2171			APPL PHYS B-LASERS O	Appl. Phys. B-Lasers Opt.	MAR	2010	98	4			SI		857	863		10.1007/s00340-009-3702-x			7	Optics; Physics, Applied	Optics; Physics	557QQ	WOS:000274685500036					2020-05-24	
J	Xu, XY; Mellor, D; Kiehne, M; Ricciardelli, LA; McCabe, MP; Xu, YG				Xu, Xiaoyan; Mellor, David; Kiehne, Melanie; Ricciardelli, Lina A.; McCabe, Marita P.; Xu, Yangang			Body dissatisfaction, engagement in body change behaviors and sociocultural influences on body image among Chinese adolescents	BODY IMAGE			English	Article						Body dissatisfaction; Body change behaviors; Sociocultural influences; Chinese adolescents	EATING-DISORDERS; HONG-KONG; BIOPSYCHOSOCIAL MODEL; CHANGE STRATEGIES; GIRLS; BOYS; WEIGHT; MUSCULARITY; SHENZHEN; FEMALES	Body dissatisfaction and body image disorders are becoming increasingly prevalent in developing non-Western countries such as China, but there is a lack of research examining the sociocultural factors that in other contexts have been associated with these problems. The current study investigated body dissatisfaction, engagement in body change behaviors, and sociocultural pressures on body image, and the relationships between these variables among 517 adolescent males (N = 219) and females (N = 298) in China. Females reported greater body dissatisfaction than males, and males reported using strategies to increase their muscle bulk more often than females. Males reported pressure from a variety of sociocultural sources to increase their muscles or weight, while females reported pressure from the media to lose weight. For males body dissatisfaction was predicted by pressure from peers to increase their muscle bulk, while for females pressure to lose weight from peers, adult relatives, and the media was likely to increase body dissatisfaction. Pressure from the media and adult relatives was also predictive of body change behaviors in both males and females. The findings are discussed in relation to previous research in both Western and non-Western contexts. (C) 2009 Elsevier Ltd. All rights reserved.	[Xu, Xiaoyan; Xu, Yangang] Sichuan Normal Univ, Chengdu, Peoples R China; [Mellor, David; Kiehne, Melanie; Ricciardelli, Lina A.; McCabe, Marita P.] Deakin Univ, Melbourne, Vic, Australia	Mellor, D (reprint author), Deakin Univ, David Mellor Sch Psychol, Burwood Highway, Burwood, Vic 3125, Australia.	mellor@deakin.edu.au		Ricciardelli, Lina/0000-0002-7038-7410; Mellor, David/0000-0001-5007-5906; McCabe, Marita/0000-0002-4989-8582				53	87	95	2	34	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	1740-1445	1873-6807		BODY IMAGE	Body Image	MAR	2010	7	2					156	164		10.1016/j.bodyim.2009.11.003			9	Psychology, Clinical; Psychiatry; Psychology, Multidisciplinary	Psychology; Psychiatry	584YC	WOS:000276789400009	20089467				2020-05-24	
J	Gan, ZH; Guo, BL; Xin, J				Gan, Zaihui; Guo, Boling; Xin, Jie			Instability of standing waves for Hamiltonian wave equations	CHINESE ANNALS OF MATHEMATICS SERIES B			English	Article						Hamiltonian wave equation; Ground state; Standing wave; Instability	NONLINEAR SCHRODINGER-EQUATIONS; KLEIN-GORDON EQUATIONS; GROUND-STATE; STABILITY; EXISTENCE	This paper deals with the standing wave for a Hamiltonian nonlinear wave equation which can be viewed as a representative of the class of equations of interest. On the one hand, by proving a compactness lemma and solving a variational problem, the existence of the standing wave with ground state for the aforementioned equation is proved. On the other hand, the authors derive the instability of the standing wave by applying the potential well argument, the concavity method and an invariant region under the solution flow of the Cauchy problem for the equation under study, and the invariance of the region aforementioned can be shown by introducing an auxiliary functional and a supplementary constrained variational problem.	[Gan, Zaihui] Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610068, Peoples R China; [Gan, Zaihui; Guo, Boling] Inst Appl Phys & Computat Math, Beijing 100088, Peoples R China; [Xin, Jie] Ludong Univ, Sch Math & Informat, Yantai 264025, Shandong, Peoples R China	Gan, ZH (reprint author), Sichuan Normal Univ, Coll Math & Software Sci, Chengdu 610068, Peoples R China.	ganzaihui2008cn@yahoo.com.cn; gbl@iapcm.ac.cn; fdxinjie@sina.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [10801102, 10771151]; Sichuan Youth Sciences and Technology Foundation [07ZQ026-009]; China Postdoctoral Science FoundationChina Postdoctoral Science Foundation	Project supported by the National Natural Science Foundation of China (Nos. 10801102, 10771151), the Sichuan Youth Sciences and Technology Foundation (No. 07ZQ026-009) and the China Postdoctoral Science Foundation.		19	1	1	0	3	SHANGHAI SCIENTIFIC TECHNOLOGY LITERATURE PUBLISHING HOUSE	SHANGHAI	SHANGHAI, PEOPLES R CHINA	0252-9599			CHINESE ANN MATH B	Chin. Ann. Math. Ser. B	MAR	2010	31	2					219	230		10.1007/s11401-008-0294-4			12	Mathematics	Mathematics	571JI	WOS:000275747700006					2020-05-24	
